applicant_id,institution_id,cohort_default_rate,race,age,sex,status,income,credit_score,dti,program_level,major,loan_amount,score_base,score_with_cdr,approved,low_risk_terms
24,CommunityCollege,0.12,Other,22,M,Non-US,1000,559,0.06,undergrad,Arts,28000.0,-0.9649090909090909,-1.180909090909091,1,0
25,ForProfit1,0.25,White,21,M,Non-US,6000,752,0.093,undergrad,Arts,22000.0,-0.3150909090909091,-0.765090909090909,1,1
26,StateU,0.065,White,30,M,Non-US,68000,839,0.306,undergrad,Arts,30000.0,-0.2287272727272727,-0.3457272727272727,1,1
27,StateU,0.065,Other,25,M,Non-US,25000,639,0.109,undergrad,Business,21000.0,-0.37600000000000006,-0.49300000000000005,1,1
28,StateU,0.065,White,19,M,Non-US,3000,776,0.241,undergrad,Arts,31000.0,-0.8378181818181817,-0.9548181818181817,1,1
29,UVA,0.035,White,27,F,Non-US,10000,711,0.408,undergrad,Arts,124000.0,-1.800181818181818,-1.863181818181818,0,0
30,StateU,0.065,Black,19,F,Non-US,2500,702,0.24,undergrad,Arts,38000.0,-1.355909090909091,-1.472909090909091,0,0
31,CommunityCollege,0.12,White,29,M,US Person,38000,646,0.282,undergrad,Business,85000.0,-1.0145454545454544,-1.2305454545454544,1,0
32,ForProfit1,0.25,Black,28,M,Non-US,38000,827,0.119,undergrad,Arts,13000.0,-0.05436363636363631,-0.5043636363636363,1,1
33,UVA,0.035,Black,19,F,Non-US,7500,719,0.322,undergrad,Arts,33000.0,-1.5920909090909092,-1.6550909090909092,0,0
34,CommunityCollege,0.12,Asian,30,F,US Person,28000,662,0.033,graduate,Arts,21000.0,0.029636363636363627,-0.18636363636363637,1,1
35,StateU,0.065,White,25,F,US Person,13000,657,0.052,undergrad,Arts,25000.0,-0.4545454545454546,-0.5715454545454546,1,1
36,StateU,0.065,White,28,F,Non-US,19000,821,0.165,undergrad,STEM,16000.0,0.025818181818181796,-0.09118181818181821,1,1
37,StateU,0.065,White,19,M,Non-US,10000,673,0.135,graduate,STEM,47000.0,-0.5463636363636364,-0.6633636363636364,1,1
38,ForProfit1,0.25,White,19,F,Non-US,3500,655,0.163,undergrad,Arts,27000.0,-0.9628181818181818,-1.4128181818181818,0,0
39,StateU,0.065,White,29,F,Non-US,40000,519,0.024,undergrad,Business,45000.0,-0.3323636363636364,-0.4493636363636364,1,1
40,CommunityCollege,0.12,White,20,F,US Person,3500,850,0.202,undergrad,STEM,46000.0,-0.2097272727272727,-0.42572727272727273,1,1
41,StateU,0.065,White,19,M,Non-US,2000,606,0.25,undergrad,Arts,79000.0,-1.5980000000000003,-1.7150000000000003,0,0
42,UVA,0.035,White,26,F,Non-US,21000,634,0.197,undergrad,Business,45000.0,-0.9701818181818184,-1.0331818181818184,1,1
43,StateU,0.065,Other,20,M,US Person,11000,821,0.363,graduate,Arts,29000.0,-1.1641818181818182,-1.2811818181818182,1,0
44,UVA,0.035,White,34,M,US Person,49000,609,0.116,graduate,Business,32000.0,-0.2190909090909091,-0.2820909090909091,1,1
45,StateU,0.065,White,37,F,US Person,32000,788,0.181,graduate,Arts,10000.0,-0.23018181818181815,-0.34718181818181815,1,1
46,CommunityCollege,0.12,White,23,M,Non-US,22000,300,0.315,graduate,STEM,9000.0,-2.4507272727272724,-2.6667272727272726,0,0
47,CommunityCollege,0.12,Other,25,F,Non-US,20000,796,0.104,undergrad,STEM,15000.0,0.13490909090909092,-0.08109090909090907,1,1
48,CommunityCollege,0.12,White,19,M,Non-US,25000,659,0.25,graduate,Business,56000.0,-0.9172727272727274,-1.1332727272727274,1,0
49,UVA,0.035,Other,32,M,Non-US,18000,544,0.188,undergrad,STEM,26000.0,-1.1294545454545455,-1.1924545454545454,1,0
50,CommunityCollege,0.12,White,24,F,US Person,11000,694,0.269,undergrad,Business,96000.0,-1.1,-1.316,1,0
51,ForProfit1,0.25,White,24,F,Non-US,13000,681,0.194,undergrad,STEM,23000.0,-0.6352727272727272,-1.0852727272727272,1,0
52,ForProfit2,0.3,White,22,M,Non-US,14000,690,0.224,graduate,Business,105000.0,-0.9165454545454547,-1.4565454545454548,0,0
53,StateU,0.065,White,19,F,Non-US,1500,617,0.092,undergrad,Arts,16000.0,-0.829,-0.946,1,1
54,CommunityCollege,0.12,White,22,F,Non-US,4500,720,0.198,undergrad,Business,18000.0,-0.6604545454545455,-0.8764545454545455,1,1
55,CommunityCollege,0.12,White,21,F,Non-US,26000,728,0.191,graduate,Law,50000.0,-0.22436363636363638,-0.4403636363636364,1,1
56,UVA,0.035,White,19,F,Non-US,3500,821,0.254,undergrad,Arts,50000.0,-0.8231818181818181,-0.8861818181818182,1,1
57,CommunityCollege,0.12,White,27,M,Non-US,22000,780,0.151,undergrad,STEM,32000.0,-0.049272727272727246,-0.2652727272727272,1,1
58,ForProfit2,0.3,Other,22,M,US Person,13000,502,0.171,graduate,Arts,17000.0,-1.5441818181818183,-2.0841818181818184,0,0
59,CommunityCollege,0.12,Asian,29,M,Non-US,13000,810,0.345,graduate,Arts,44000.0,-1.0201818181818183,-1.2361818181818183,1,0
60,CommunityCollege,0.12,White,36,F,Non-US,26000,762,0.192,undergrad,STEM,29000.0,-0.10472727272727272,-0.32072727272727275,1,1
61,StateU,0.065,Black,28,M,Non-US,31000,515,0.393,undergrad,Arts,16000.0,-2.326909090909091,-2.443909090909091,0,0
62,UVA,0.035,Other,19,M,US Person,4500,585,0.268,undergrad,Arts,16000.0,-1.6813636363636364,-1.7443636363636363,0,0
63,StateU,0.065,Asian,27,F,US Person,12000,796,0.184,undergrad,STEM,18000.0,-0.03309090909090909,-0.1500909090909091,1,1
64,CommunityCollege,0.12,White,20,M,Non-US,4500,420,0.239,undergrad,STEM,20000.0,-1.8153636363636363,-2.0313636363636363,0,0
65,ForProfit1,0.25,White,30,M,Non-US,30000,389,0.206,graduate,Law,49000.0,-1.2930909090909093,-1.7430909090909092,0,0
66,StateU,0.065,White,24,M,Non-US,13000,850,0.171,undergrad,STEM,21000.0,0.07127272727272727,-0.04572727272727274,1,1
67,CommunityCollege,0.12,Other,21,M,Non-US,4000,730,0.144,undergrad,Arts,30000.0,-0.6610909090909091,-0.877090909090909,1,1
68,ForProfit2,0.3,Black,27,M,Non-US,22000,663,0.129,undergrad,STEM,18000.0,-0.6367272727272728,-1.1767272727272728,1,0
69,ForProfit2,0.3,White,21,F,Non-US,2000,850,0.191,undergrad,Arts,27000.0,-0.3747272727272727,-0.9147272727272727,1,1
70,StateU,0.065,White,22,M,Non-US,34000,850,0.293,graduate,STEM,27000.0,-0.14072727272727265,-0.25772727272727264,1,1
71,CommunityCollege,0.12,White,29,M,Non-US,20000,679,0.092,graduate,Arts,48000.0,-0.5925454545454545,-0.8085454545454545,1,1
72,StateU,0.065,Asian,26,F,Non-US,24000,605,0.227,graduate,Arts,56000.0,-1.2276363636363639,-1.3446363636363639,1,0
73,UVA,0.035,White,24,M,Non-US,31000,745,0.284,graduate,Law,52000.0,-0.5045454545454544,-0.5675454545454545,1,1
74,StateU,0.065,White,26,F,Non-US,10000,850,0.259,graduate,STEM,8000.0,-0.29872727272727273,-0.4157272727272727,1,1
75,ForProfit2,0.3,White,23,M,Non-US,5500,701,0.281,undergrad,STEM,43000.0,-1.0555454545454548,-1.5955454545454548,0,0
76,CommunityCollege,0.12,White,19,F,Non-US,5000,786,0.064,undergrad,STEM,13000.0,0.2185454545454546,0.0025454545454546007,1,1
77,UVA,0.035,White,23,F,Non-US,7500,683,0.347,undergrad,Arts,69000.0,-1.673,-1.736,0,0
78,ForProfit1,0.25,Black,19,M,Non-US,1500,403,0.146,undergrad,Business,39000.0,-1.8731818181818183,-2.3231818181818182,0,0
79,ForProfit1,0.25,White,19,F,Non-US,3500,625,0.104,undergrad,Arts,51000.0,-0.9359090909090908,-1.3859090909090908,0,0
80,CommunityCollege,0.12,Black,22,F,Non-US,16000,850,0.373,graduate,Arts,20000.0,-1.2687272727272727,-1.4847272727272727,0,0
81,ForProfit2,0.3,Black,30,M,Non-US,20000,541,0.051,graduate,STEM,15000.0,-0.7803636363636364,-1.3203636363636364,1,0
82,StateU,0.065,White,19,M,US Person,6500,457,0.257,undergrad,STEM,23000.0,-1.740818181818182,-1.857818181818182,0,0
83,CommunityCollege,0.12,White,29,M,Non-US,28000,758,0.384,undergrad,Arts,31000.0,-1.1752727272727275,-1.3912727272727274,0,0
84,ForProfit1,0.25,White,21,M,Non-US,4500,442,0.456,undergrad,STEM,40000.0,-2.6033636363636363,-3.0533636363636365,0,0
85,StateU,0.065,White,30,F,Non-US,15000,553,0.149,graduate,Business,52000.0,-1.1087272727272728,-1.2257272727272728,1,0
86,ForProfit2,0.3,White,19,M,Non-US,5500,513,0.453,undergrad,Business,18000.0,-2.4271818181818183,-2.9671818181818184,0,0
87,StateU,0.065,White,19,M,Non-US,5000,801,0.258,undergrad,Arts,27000.0,-0.8029090909090909,-0.9199090909090909,1,1
88,StateU,0.065,White,21,F,Non-US,31000,561,0.081,graduate,Law,25000.0,-0.2616363636363636,-0.3786363636363636,1,1
89,CommunityCollege,0.12,White,29,M,Non-US,39000,832,0.254,undergrad,Arts,51000.0,-0.4201818181818182,-0.6361818181818182,1,1
90,UVA,0.035,White,22,M,US Person,15000,527,0.106,graduate,Law,54000.0,-0.8312727272727274,-0.8942727272727274,1,1
91,CommunityCollege,0.12,White,20,F,US Person,10000,700,0.252,graduate,Business,54000.0,-1.0161818181818183,-1.2321818181818183,1,0
92,StateU,0.065,White,29,M,Non-US,31000,551,0.254,undergrad,Arts,24000.0,-1.3900000000000001,-1.5070000000000001,0,0
93,StateU,0.065,White,28,F,Non-US,34000,850,0.301,graduate,Arts,34000.0,-0.47272727272727266,-0.5897272727272727,1,1
94,StateU,0.065,White,27,F,Non-US,19000,824,0.306,undergrad,Arts,15000.0,-0.8272727272727273,-0.9442727272727273,1,1
95,StateU,0.065,White,20,F,US Person,5000,652,0.241,undergrad,Business,64000.0,-1.1767272727272726,-1.2937272727272726,1,0
96,CommunityCollege,0.12,White,28,F,Non-US,24000,659,0.192,graduate,Arts,30000.0,-0.9412727272727273,-1.1572727272727272,1,0
97,StateU,0.065,Asian,25,F,Non-US,59000,563,0.132,undergrad,Arts,14000.0,-0.4403636363636364,-0.5573636363636364,1,1
98,ForProfit2,0.3,White,20,M,US Person,3000,437,0.034,undergrad,Business,23000.0,-1.0425454545454544,-1.5825454545454545,0,0
99,CommunityCollege,0.12,Other,24,M,Non-US,34000,455,0.115,graduate,STEM,11000.0,-0.9150909090909092,-1.1310909090909091,1,0
100,ForProfit1,0.25,White,22,M,Non-US,25000,816,0.223,graduate,STEM,26000.0,-0.038363636363636405,-0.48836363636363644,1,1
101,CommunityCollege,0.12,White,25,M,Non-US,24000,572,0.358,graduate,Law,56000.0,-1.6216363636363635,-1.8376363636363635,0,0
102,ForProfit2,0.3,Black,19,M,Non-US,6500,693,0.143,undergrad,STEM,24000.0,-0.6766363636363635,-1.2166363636363635,1,0
103,StateU,0.065,White,19,F,Non-US,3000,850,0.091,undergrad,Business,10000.0,0.23127272727272738,0.11427272727272737,1,1
104,CommunityCollege,0.12,White,19,F,Non-US,3500,822,0.157,undergrad,Business,15000.0,-0.1315454545454545,-0.3475454545454545,1,1
105,ForProfit2,0.3,White,22,F,Non-US,5000,850,0.089,undergrad,Arts,47000.0,-0.04872727272727262,-0.5887272727272727,1,1
106,CommunityCollege,0.12,White,23,M,Non-US,7000,488,0.239,undergrad,STEM,27000.0,-1.553090909090909,-1.769090909090909,0,0
107,StateU,0.065,White,19,F,Non-US,27000,626,0.281,graduate,STEM,29000.0,-0.9492727272727275,-1.0662727272727275,1,1
108,ForProfit2,0.3,White,30,M,US Person,30000,637,0.211,undergrad,Arts,37000.0,-0.9112727272727272,-1.4512727272727273,0,0
109,CommunityCollege,0.12,White,21,M,Non-US,7500,769,0.339,undergrad,Arts,28000.0,-1.2282727272727274,-1.4442727272727274,0,0
110,StateU,0.065,White,23,M,US Person,8000,553,0.187,undergrad,STEM,30000.0,-1.1027272727272728,-1.2197272727272728,1,0
111,CommunityCollege,0.12,White,25,F,Non-US,12000,763,0.056,undergrad,STEM,22000.0,0.20890909090909093,-0.007090909090909064,1,1
112,StateU,0.065,Other,19,F,Non-US,6500,306,0.234,undergrad,Business,86000.0,-2.447909090909091,-2.564909090909091,0,0
113,StateU,0.065,White,22,M,Non-US,2500,657,0.175,undergrad,STEM,61000.0,-0.8095454545454546,-0.9265454545454546,1,1
114,UVA,0.035,White,19,M,Non-US,5000,480,0.249,undergrad,Arts,23000.0,-1.9341818181818182,-1.9971818181818182,0,0
115,UVA,0.035,White,25,F,Non-US,35000,569,0.291,graduate,Law,102000.0,-1.1485454545454548,-1.2115454545454547,1,0
116,UVA,0.035,White,28,F,Non-US,19000,636,0.05,undergrad,STEM,16000.0,-0.1869090909090909,-0.24990909090909091,1,1
117,CommunityCollege,0.12,White,25,M,Non-US,35000,569,0.204,undergrad,Arts,80000.0,-1.2005454545454548,-1.4165454545454548,0,0
118,StateU,0.065,White,26,F,Non-US,21000,792,0.134,graduate,STEM,24000.0,0.05636363636363634,-0.06063636363636367,1,1
119,StateU,0.065,White,25,F,Non-US,35000,645,0.106,undergrad,Arts,19000.0,-0.4321818181818182,-0.5491818181818182,1,1
120,StateU,0.065,White,25,M,Non-US,24000,731,0.233,undergrad,Arts,23000.0,-0.8434545454545455,-0.9604545454545454,1,1
121,StateU,0.065,White,24,F,US Person,21000,612,0.288,undergrad,STEM,39000.0,-1.214181818181818,-1.331181818181818,1,0
122,ForProfit1,0.25,Other,23,F,Non-US,14000,572,0.219,graduate,Arts,54000.0,-1.575636363636364,-2.025636363636364,0,0
123,StateU,0.065,White,26,F,Non-US,47000,785,0.153,undergrad,STEM,13000.0,0.36090909090909096,0.24390909090909096,1,1
124,StateU,0.065,White,22,F,Non-US,2000,371,0.334,undergrad,Arts,18000.0,-2.688545454545455,-2.805545454545455,0,0
125,ForProfit2,0.3,Asian,31,F,Non-US,24000,841,0.41,undergrad,STEM,55000.0,-0.8014545454545453,-1.3414545454545452,1,0
126,UVA,0.035,White,31,M,Non-US,29000,815,0.049,graduate,Arts,154000.0,0.27800000000000014,0.21500000000000014,1,1
127,StateU,0.065,White,19,M,Non-US,24000,807,0.231,graduate,STEM,31000.0,-0.2590909090909091,-0.3760909090909091,1,1
128,ForProfit1,0.25,White,26,M,Non-US,34000,694,0.208,graduate,Business,48000.0,-0.568,-1.018,1,1
129,ForProfit1,0.25,White,20,F,Non-US,13000,467,0.047,graduate,STEM,30000.0,-0.8254545454545454,-1.2754545454545454,1,0
130,CommunityCollege,0.12,White,31,F,Non-US,15000,563,0.235,graduate,Law,27000.0,-0.9163636363636365,-1.1323636363636365,1,0
131,ForProfit2,0.3,White,27,F,US Person,26000,784,0.474,undergrad,STEM,49000.0,-1.252727272727273,-1.792727272727273,0,0
132,CommunityCollege,0.12,White,24,F,Non-US,20000,799,0.074,undergrad,Arts,25000.0,0.015818181818181815,-0.20018181818181818,1,1
133,CommunityCollege,0.12,White,23,F,Non-US,6000,850,0.384,undergrad,Business,13000.0,-0.9227272727272727,-1.1387272727272728,1,0
134,StateU,0.065,White,35,M,US Person,35000,571,0.106,undergrad,Business,29000.0,-0.5012727272727273,-0.6182727272727273,1,1
135,ForProfit2,0.3,White,19,F,Non-US,3500,557,0.136,undergrad,Arts,7000.0,-1.2111818181818181,-1.7511818181818182,0,0
136,ForProfit1,0.25,White,25,F,Non-US,16000,623,0.3,graduate,STEM,15000.0,-1.2521818181818183,-1.7021818181818182,0,0
137,CommunityCollege,0.12,Black,25,M,Non-US,21000,742,0.149,undergrad,Business,50000.0,-0.6354545454545455,-0.8514545454545455,1,1
138,ForProfit1,0.25,Other,19,M,US Person,16000,641,0.123,graduate,STEM,26000.0,-0.5287272727272727,-0.9787272727272727,1,1
139,CommunityCollege,0.12,Asian,19,F,Non-US,4500,494,0.16,undergrad,Business,35000.0,-1.1802727272727271,-1.396272727272727,0,0
140,ForProfit1,0.25,Black,29,F,Non-US,18000,745,0.124,undergrad,STEM,13000.0,-0.34254545454545454,-0.7925454545454546,1,1
141,CommunityCollege,0.12,White,19,F,US Person,3000,635,0.201,undergrad,STEM,28000.0,-0.8905454545454548,-1.1065454545454547,1,0
142,CommunityCollege,0.12,White,37,F,US Person,28000,754,0.141,undergrad,STEM,49000.0,-0.01781818181818179,-0.2338181818181818,1,1
143,CommunityCollege,0.12,White,27,F,Non-US,14000,452,0.3,undergrad,Arts,45000.0,-2.286,-2.5020000000000002,0,0
144,CommunityCollege,0.12,Black,23,M,Non-US,1500,850,0.039,undergrad,Arts,35000.0,-0.01972727272727262,-0.23572727272727262,1,1
145,StateU,0.065,White,24,M,Non-US,10000,611,0.307,undergrad,Business,20000.0,-1.4598181818181817,-1.5768181818181817,0,0
146,CommunityCollege,0.12,White,27,M,US Person,20000,778,0.261,graduate,STEM,45000.0,-0.6085454545454545,-0.8245454545454545,1,1
147,StateU,0.065,White,19,F,Non-US,6500,758,0.172,undergrad,Arts,102000.0,-0.7062727272727272,-0.8232727272727272,1,1
148,CommunityCollege,0.12,White,25,M,Non-US,12000,643,0.141,undergrad,STEM,26000.0,-0.5674545454545454,-0.7834545454545454,1,1
149,ForProfit2,0.3,Other,26,F,Non-US,15000,704,0.075,undergrad,Arts,41000.0,-0.5136363636363637,-1.0536363636363637,1,1
150,CommunityCollege,0.12,White,27,M,US Person,14000,447,0.102,undergrad,Arts,40000.0,-1.4121818181818182,-1.6281818181818182,0,0
151,UVA,0.035,White,19,M,Non-US,27000,850,0.101,graduate,Law,71000.0,0.5852727272727274,0.5222727272727273,1,1
152,CommunityCollege,0.12,Black,21,M,Non-US,5500,606,0.05,undergrad,Arts,28000.0,-0.9269999999999999,-1.143,1,0
153,ForProfit1,0.25,White,29,F,Non-US,29000,831,0.273,undergrad,Arts,28000.0,-0.4598181818181818,-0.9098181818181819,1,1
154,StateU,0.065,White,24,F,Non-US,48000,844,0.129,undergrad,Arts,42000.0,0.2774545454545455,0.16045454545454552,1,1
155,StateU,0.065,White,20,M,Non-US,3500,639,0.125,undergrad,Business,23000.0,-0.6689999999999999,-0.7859999999999999,1,1
156,StateU,0.065,Other,24,M,Non-US,18000,850,0.326,undergrad,Arts,42000.0,-0.9687272727272728,-1.0857272727272729,1,0
157,CommunityCollege,0.12,White,19,F,Non-US,2000,850,0.182,undergrad,Arts,27000.0,-0.33872727272727265,-0.5547272727272726,1,1
158,StateU,0.065,Other,30,F,Non-US,53000,340,0.198,graduate,Arts,8000.0,-1.7512727272727273,-1.8682727272727273,0,0
159,StateU,0.065,White,19,F,Non-US,4000,660,0.135,undergrad,STEM,31000.0,-0.5296363636363637,-0.6466363636363637,1,1
160,CommunityCollege,0.12,Black,24,M,Non-US,23000,405,0.177,undergrad,Arts,18000.0,-2.060909090909091,-2.276909090909091,0,0
161,CommunityCollege,0.12,White,32,F,Non-US,13000,629,0.365,undergrad,Arts,31000.0,-1.8083636363636364,-2.0243636363636366,0,0
162,ForProfit1,0.25,Black,33,M,Non-US,30000,698,0.198,graduate,Arts,25000.0,-0.8874545454545455,-1.3374545454545455,1,0
163,CommunityCollege,0.12,White,19,F,Non-US,1500,701,0.067,undergrad,Arts,16000.0,-0.42354545454545456,-0.6395454545454545,1,1
164,StateU,0.065,White,20,F,Non-US,4500,522,0.239,undergrad,Arts,86000.0,-1.8444545454545456,-1.9614545454545456,0,0
165,StateU,0.065,White,19,M,Non-US,2000,466,0.198,undergrad,Arts,66000.0,-1.8990909090909094,-2.0160909090909094,0,0
166,CommunityCollege,0.12,Black,21,M,Non-US,6000,415,0.133,undergrad,Arts,53000.0,-2.0505454545454547,-2.266545454545455,0,0
167,ForProfit1,0.25,Black,30,M,Non-US,37000,740,0.333,undergrad,Business,12000.0,-1.0327272727272727,-1.4827272727272727,0,0
168,ForProfit2,0.3,White,31,M,US Person,23000,541,0.441,graduate,Law,40000.0,-1.7723636363636361,-2.312363636363636,0,0
169,UVA,0.035,White,24,M,Non-US,24000,538,0.239,graduate,STEM,12000.0,-1.269272727272727,-1.332272727272727,1,0
170,ForProfit1,0.25,White,19,F,Non-US,12000,799,0.133,graduate,Business,68000.0,-0.16818181818181818,-0.6181818181818182,1,1
171,ForProfit1,0.25,White,19,M,US Person,7000,850,0.165,undergrad,Business,59000.0,-0.14072727272727276,-0.5907272727272728,1,1
172,CommunityCollege,0.12,White,22,F,US Person,3000,427,0.103,undergrad,Arts,70000.0,-1.654909090909091,-1.870909090909091,0,0
173,CommunityCollege,0.12,White,19,F,Non-US,25000,668,0.136,graduate,Arts,35000.0,-0.5285454545454545,-0.7445454545454545,1,1
174,ForProfit1,0.25,Black,26,F,US Person,18000,850,0.155,undergrad,STEM,51000.0,-0.18472727272727266,-0.6347272727272727,1,1
175,StateU,0.065,White,19,M,Non-US,7500,702,0.106,undergrad,STEM,32000.0,-0.2399090909090909,-0.3569090909090909,1,1
176,StateU,0.065,White,32,M,Non-US,19000,767,0.101,undergrad,Business,23000.0,-0.014545454545454556,-0.13154545454545458,1,1
177,ForProfit2,0.3,White,22,F,US Person,25000,620,0.259,graduate,STEM,35000.0,-0.8950909090909092,-1.4350909090909092,0,0
178,CommunityCollege,0.12,White,28,F,Non-US,29000,518,0.313,undergrad,Business,11000.0,-1.5579999999999998,-1.7739999999999998,0,0
179,CommunityCollege,0.12,White,31,M,Non-US,16000,300,0.126,undergrad,Business,21000.0,-1.8307272727272725,-2.0467272727272725,0,0
180,ForProfit2,0.3,White,24,F,Non-US,10000,616,0.258,undergrad,Arts,15000.0,-1.4456363636363636,-1.9856363636363636,0,0
181,ForProfit2,0.3,White,19,F,Non-US,19000,600,0.362,graduate,Law,54000.0,-1.5658181818181818,-2.105818181818182,0,0
182,CommunityCollege,0.12,Asian,30,F,US Person,18000,426,0.255,undergrad,STEM,38000.0,-1.6265454545454547,-1.8425454545454547,0,0
183,CommunityCollege,0.12,White,19,M,Non-US,4500,680,0.165,undergrad,STEM,19000.0,-0.5739090909090909,-0.7899090909090909,1,1
184,UVA,0.035,Other,19,F,US Person,6000,653,0.214,undergrad,Arts,58000.0,-1.3090909090909093,-1.3720909090909092,0,0
185,CommunityCollege,0.12,White,23,M,US Person,3000,699,0.17,undergrad,Arts,18000.0,-0.8338181818181819,-1.049818181818182,1,1
186,ForProfit1,0.25,Asian,25,F,Non-US,18000,846,0.14,undergrad,Arts,33000.0,0.060727272727272685,-0.3892727272727273,1,1
187,StateU,0.065,White,25,M,Non-US,21000,664,0.115,undergrad,STEM,37000.0,-0.33309090909090905,-0.45009090909090904,1,1
188,CommunityCollege,0.12,White,19,M,Non-US,4500,495,0.177,undergrad,Arts,38000.0,-1.5946363636363636,-1.8106363636363636,0,0
189,StateU,0.065,White,29,F,Non-US,13000,769,0.183,undergrad,STEM,32000.0,-0.2712727272727272,-0.3882727272727272,1,1
190,CommunityCollege,0.12,Other,22,M,Non-US,6500,638,0.264,undergrad,STEM,21000.0,-1.160636363636364,-1.3766363636363639,0,0
191,StateU,0.065,White,28,M,Non-US,41000,609,0.048,undergrad,Arts,36000.0,-0.1950909090909091,-0.3120909090909091,1,1
192,ForProfit2,0.3,Black,27,F,Non-US,29000,850,0.127,graduate,STEM,45000.0,0.14327272727272733,-0.3967272727272727,1,1
193,CommunityCollege,0.12,White,19,F,Non-US,5000,610,0.193,undergrad,Arts,19000.0,-1.2374545454545456,-1.4534545454545456,0,0
194,UVA,0.035,White,27,M,Non-US,36000,683,0.188,undergrad,Business,26000.0,-0.41600000000000004,-0.47900000000000004,1,1
195,ForProfit2,0.3,White,29,F,Non-US,20000,651,0.212,undergrad,Arts,16000.0,-1.0743636363636364,-1.6143636363636364,0,0
196,StateU,0.065,White,21,F,Non-US,23000,415,0.185,graduate,Business,30000.0,-1.6065454545454547,-1.7235454545454547,0,0
197,ForProfit1,0.25,White,24,M,US Person,40000,850,0.124,graduate,Arts,70000.0,0.27127272727272733,-0.17872727272727268,1,1
198,CommunityCollege,0.12,Other,27,M,US Person,11000,660,0.223,undergrad,Arts,16000.0,-1.1896363636363638,-1.4056363636363638,0,0
199,UVA,0.035,White,21,M,US Person,7000,597,0.231,undergrad,Arts,45000.0,-1.524727272727273,-1.5877272727272729,0,0
