applicant_id,institution_id,cohort_default_rate,race,status,income,credit_score,dti,gpa,program_level,major_risk,loan_amount,score_base,score_with_cdr,approved
13,CommunityCollege,0.12,Asian,Non-US,78000.0,650.8,0.02407303259747326,2.021,undergrad,Arts,13000.0,-0.13571117447650363,-0.35171117447650363,0
14,CommunityCollege,0.12,White,Non-US,55000.0,680.0,0.15165068398865278,3.107,graduate,Business,18000.0,0.6855782263816289,0.46957822638162894,1
15,ForProfit2,0.3,White,Non-US,42000.0,632.8,0.17126900335711895,3.073,undergrad,Humanities,16000.0,-0.19166346157296985,-0.7316634615729699,0
16,CommunityCollege,0.12,White,Non-US,26000.0,673.6,0.3958804908670936,2.905,undergrad,Humanities,47000.0,-0.2728288207309979,-0.48882882073099787,0
17,CommunityCollege,0.12,White,Non-US,94000.0,568.2,0.2405876020394277,3.372,undergrad,Humanities,113000.0,-0.9081158807078102,-1.1241158807078102,0
18,CommunityCollege,0.12,White,Non-US,18000.0,757.3,0.273382683578319,2.948,undergrad,STEM,23000.0,0.817985599088068,0.601985599088068,1
19,StateU,0.065,White,US Person,30000.0,615.3,0.2195522895976181,3.218,undergrad,STEM,45000.0,-0.31805730079972505,-0.43505730079972504,0
20,StateU,0.065,White,US Person,28000.0,704.1,0.3055816207256615,3.329,undergrad,Business,25000.0,0.15934096692534905,0.04234096692534904,1
21,StateU,0.065,White,Non-US,111000.0,774.8,0.25233605916329177,2.943,graduate,Arts,20000.0,1.1702995879187568,1.0532995879187568,1
22,ForProfit1,0.25,Other,Non-US,44000.0,726.9,0.24729335955596757,3.332,undergrad,STEM,39000.0,0.7725086647804026,0.3225086647804026,1
23,CommunityCollege,0.12,Black,Non-US,75000.0,654.9,0.2524594365365905,3.253,undergrad,STEM,13000.0,0.019282726407217288,-0.1967172735927827,0
24,UVA,0.035,White,Non-US,37000.0,693.0,0.21388623312714494,2.841,undergrad,Business,69000.0,0.2646574412419459,0.2016574412419459,1
25,ForProfit2,0.3,White,Non-US,44000.0,692.2,0.21640426523608575,3.392,undergrad,Humanities,22000.0,0.270551811580232,-0.26944818841976803,0
26,ForProfit1,0.25,Black,Non-US,29000.0,594.7,0.20452294537103824,3.105,graduate,Business,9000.0,-0.8808907922151549,-1.330890792215155,0
27,CommunityCollege,0.12,Black,US Person,35000.0,747.5,0.08750754317293778,2.91,undergrad,Business,30000.0,0.8463241187258483,0.6303241187258484,1
28,StateU,0.065,Asian,Non-US,85000.0,616.1,0.09208548678272298,3.374,undergrad,Humanities,14000.0,0.509739635605773,0.39273963560577296,1
29,ForProfit2,0.3,White,US Person,30000.0,697.7,0.26961174842269103,3.547,graduate,Humanities,15000.0,0.4135493250657561,-0.12645067493424395,0
30,ForProfit2,0.3,White,Non-US,17000.0,712.0,0.2184864065901278,3.236,graduate,Business,10000.0,0.20637668698236838,-0.33362331301763165,0
31,StateU,0.065,White,Non-US,59000.0,630.7,0.3203105163598778,3.655,undergrad,Arts,61000.0,-0.25354907850716224,-0.37054907850716223,0
32,CommunityCollege,0.12,White,Non-US,21000.0,673.6,0.08612665343798848,3.182,undergrad,Humanities,20000.0,0.4632885860360296,0.24728858603602963,1
33,StateU,0.065,White,US Person,39000.0,636.6,0.08929454370578985,2.932,undergrad,Business,28000.0,0.01264446368883046,-0.10435553631116955,1
34,ForProfit1,0.25,Black,US Person,38000.0,594.7,0.19853128307587375,3.04,undergrad,STEM,14000.0,-0.8404731411104751,-1.290473141110475,0
35,StateU,0.065,Other,Non-US,39000.0,615.1,0.17092595129485044,2.514,undergrad,STEM,10000.0,-0.27071987333645975,-0.38771987333645974,0
36,UVA,0.035,White,Non-US,64000.0,733.8,0.34883849414976303,3.579,graduate,Humanities,30000.0,0.6844217665299188,0.6214217665299188,1
37,ForProfit2,0.3,White,US Person,50000.0,630.8,0.06222688593889448,2.977,undergrad,STEM,73000.0,0.14944739803555868,-0.39055260196444136,0
38,StateU,0.065,Black,Non-US,51000.0,683.5,0.206276659447776,3.035,undergrad,STEM,14000.0,0.12981355584978083,0.01281355584978082,1
39,ForProfit2,0.3,White,Non-US,48000.0,650.2,0.31035582324905864,2.798,undergrad,STEM,48000.0,-0.12430951355240935,-0.6643095135524094,0
40,CommunityCollege,0.12,White,Non-US,35000.0,735.1,0.2296843282418679,3.0,undergrad,Business,30000.0,0.6762879364615209,0.4602879364615209,1
41,CommunityCollege,0.12,White,Non-US,38000.0,737.4,0.09226293029194084,2.972,graduate,STEM,29000.0,1.1258986457728477,0.9098986457728477,1
42,CommunityCollege,0.12,White,Non-US,30000.0,688.2,0.14160745984308426,3.447,graduate,STEM,40000.0,0.6642178709829044,0.44821787098290444,1
43,CommunityCollege,0.12,White,Non-US,40000.0,697.9,0.19920441000547526,2.588,undergrad,Humanities,24000.0,-0.1250726071324249,-0.34107260713242493,0
44,ForProfit1,0.25,White,US Person,35000.0,684.2,0.20225830881778964,3.04,undergrad,STEM,7000.0,0.24065347369004433,-0.20934652630995568,0
45,UVA,0.035,Asian,US Person,31000.0,769.5,0.16454558030416025,2.766,undergrad,Humanities,25000.0,1.44679484486048,1.38379484486048,1
46,UVA,0.035,White,US Person,59000.0,736.5,0.09900582756231006,2.989,undergrad,Humanities,41000.0,0.9748092062048692,0.9118092062048692,1
47,CommunityCollege,0.12,White,Non-US,75000.0,651.9,0.2381484173499831,3.074,graduate,STEM,21000.0,0.04458250783088785,-0.17141749216911215,0
48,StateU,0.065,White,US Person,51000.0,706.0,0.2762600768523139,2.731,graduate,STEM,36000.0,0.6517848829733319,0.5347848829733319,1
49,ForProfit1,0.25,Black,Non-US,40000.0,733.0,0.15028724477910177,2.089,undergrad,Humanities,9000.0,0.05128685450264753,-0.3987131454973525,0
50,StateU,0.065,White,Non-US,35000.0,583.9,0.15891508202179558,3.669,undergrad,Humanities,57000.0,-0.4755441129839152,-0.5925441129839152,0
51,ForProfit1,0.25,White,Non-US,40000.0,795.1,0.21824247562731752,3.118,undergrad,Humanities,8000.0,1.280509242289371,0.830509242289371,1
52,StateU,0.065,White,Non-US,25000.0,574.5,0.3162903213938824,3.547,undergrad,STEM,39000.0,-0.7544620895001637,-0.8714620895001637,0
53,CommunityCollege,0.12,White,Non-US,44000.0,573.4,0.34823409369801644,3.212,undergrad,Humanities,25000.0,-1.1637151621256145,-1.3797151621256145,0
54,CommunityCollege,0.12,White,Non-US,15000.0,684.6,0.21253914168126756,3.298,undergrad,STEM,20000.0,0.3194479883766899,0.10344798837668992,1
55,CommunityCollege,0.12,White,Non-US,26000.0,725.0,0.24315653767537895,3.069,undergrad,STEM,23000.0,0.5626131227419314,0.34661312274193146,1
56,ForProfit2,0.3,White,Non-US,71000.0,641.1,0.2719489928351401,3.105,graduate,Humanities,24000.0,0.05297160213516361,-0.4870283978648364,0
57,StateU,0.065,White,Non-US,38000.0,669.4,0.41603720679957457,2.822,undergrad,Business,33000.0,-0.5320248575215304,-0.6490248575215304,0
58,CommunityCollege,0.12,White,Non-US,63000.0,651.8,0.23295412162500231,2.256,undergrad,STEM,69000.0,0.05227101831648433,-0.16372898168351568,0
59,ForProfit1,0.25,Asian,Non-US,38000.0,755.1,0.468053155650577,2.241,undergrad,Business,19000.0,0.5068006704381041,0.05680067043810405,1
60,ForProfit2,0.3,Other,Non-US,22000.0,682.3,0.17923336194721987,2.416,graduate,Humanities,71000.0,0.13731829790347688,-0.40268170209652315,0
61,ForProfit1,0.25,White,US Person,31000.0,575.0,0.23217228516991284,2.865,graduate,Humanities,12000.0,-1.0452164110818185,-1.4952164110818185,0
62,UVA,0.035,Other,Non-US,27000.0,740.6,0.17027228914865142,3.035,undergrad,Business,41000.0,0.7125012275476317,0.6495012275476316,1
63,UVA,0.035,White,Non-US,37000.0,726.3,0.2313111478677014,2.993,undergrad,Business,41000.0,0.7089471279954364,0.6459471279954363,1
64,CommunityCollege,0.12,White,Non-US,28000.0,670.7,0.2322091274603508,2.919,graduate,STEM,63000.0,0.022018574784658518,-0.19398142521534148,0
65,ForProfit2,0.3,Black,Non-US,58000.0,686.4,0.16164755886994178,2.283,graduate,Arts,11000.0,0.08882837897483953,-0.4511716210251605,0
66,CommunityCollege,0.12,Other,Non-US,100000.0,715.5,0.0870500016982669,3.813,undergrad,Business,32000.0,1.2185186991406183,1.0025186991406183,1
67,StateU,0.065,Black,Non-US,41000.0,693.4,0.09671290102838581,3.171,undergrad,Arts,37000.0,0.48284922921984763,0.36584922921984764,1
68,CommunityCollege,0.12,White,Non-US,61000.0,671.8,0.2643262056277423,2.287,undergrad,STEM,11000.0,0.23323747330927383,0.017237473309273832,1
69,UVA,0.035,Asian,Non-US,45000.0,645.0,0.15731973797336832,3.117,undergrad,STEM,51000.0,0.21798208153916682,0.15498208153916682,1
70,CommunityCollege,0.12,White,Non-US,43000.0,672.5,0.11004002252364278,2.984,undergrad,STEM,32000.0,0.3255108961056128,0.10951089610561279,1
71,UVA,0.035,Other,Non-US,25000.0,634.6,0.23514771540504836,2.698,undergrad,Humanities,15000.0,-0.600122813216187,-0.663122813216187,0
72,ForProfit1,0.25,Black,Non-US,26000.0,626.9,0.08374401711318616,3.362,undergrad,Business,49000.0,-0.02005362988896331,-0.4700536298889633,0
73,CommunityCollege,0.12,Black,Non-US,58000.0,645.3,0.04687544028472642,3.477,undergrad,STEM,31000.0,0.10175500570919849,-0.11424499429080151,1
74,StateU,0.065,White,Non-US,50000.0,604.9,0.3408649942560962,2.577,undergrad,Arts,14000.0,-1.0700346866903114,-1.1870346866903114,0
75,CommunityCollege,0.12,White,Non-US,50000.0,687.4,0.20262912224253787,3.352,undergrad,Humanities,15000.0,0.3502214608407191,0.1342214608407191,1
76,ForProfit2,0.3,White,US Person,36000.0,718.8,0.09828637850587456,3.432,undergrad,STEM,22000.0,1.1811455727575193,0.6411455727575193,1
77,StateU,0.065,White,US Person,86000.0,717.6,0.15418789514858086,3.224,undergrad,STEM,69000.0,1.2936277455208305,1.1766277455208305,1
78,StateU,0.065,Other,Non-US,17000.0,677.1,0.24549644051759778,2.692,graduate,Humanities,31000.0,-0.09956778722253615,-0.21656778722253617,0
79,StateU,0.065,White,Non-US,70000.0,638.9,0.09549115762262919,2.679,graduate,STEM,74000.0,0.3728719406992091,0.2558719406992091,1
80,UVA,0.035,White,Non-US,71000.0,646.6,0.1361380529659897,3.342,undergrad,Humanities,31000.0,0.24488152245781594,0.18188152245781591,1
81,CommunityCollege,0.12,White,Non-US,39000.0,630.6,0.0802815963472459,3.59,graduate,Arts,44000.0,-0.029906924129549692,-0.24590692412954968,0
82,UVA,0.035,White,US Person,33000.0,747.6,0.15594188952951996,2.672,undergrad,Business,16000.0,0.8361538797104467,0.7731538797104467,1
83,CommunityCollege,0.12,White,Non-US,39000.0,757.9,0.27111106984400496,2.98,undergrad,STEM,16000.0,1.02769256120637,0.8116925612063701,1
84,CommunityCollege,0.12,White,Non-US,18000.0,595.4,0.5571254416140563,3.432,undergrad,Arts,74000.0,-1.9239497979529012,-2.139949797952901,0
85,ForProfit2,0.3,White,Non-US,54000.0,702.8,0.06589494701659623,3.099,undergrad,STEM,66000.0,1.1009435545218134,0.5609435545218133,1
86,ForProfit2,0.3,White,Non-US,20000.0,565.6,0.30148239373482044,3.204,undergrad,Business,80000.0,-1.0977443375504288,-1.6377443375504288,0
87,CommunityCollege,0.12,White,Non-US,35000.0,621.6,0.19389266055423268,3.216,graduate,STEM,54000.0,0.1998920753305895,-0.016107924669410495,1
88,CommunityCollege,0.12,White,Non-US,41000.0,666.4,0.1377183655616917,3.475,undergrad,STEM,33000.0,0.5175957106598521,0.30159571065985213,1
89,ForProfit1,0.25,White,Non-US,46000.0,786.9,0.3653050095468759,3.751,undergrad,STEM,23000.0,1.4764990431961724,1.0264990431961725,1
90,ForProfit1,0.25,White,Non-US,75000.0,739.8,0.2264244354713954,3.497,graduate,STEM,42000.0,1.4202365072882908,0.9702365072882908,1
91,ForProfit1,0.25,Other,Non-US,29000.0,729.9,0.29135662631218656,3.047,undergrad,STEM,23000.0,0.5614288606763331,0.11142886067633312,1
92,CommunityCollege,0.12,White,Non-US,45000.0,738.0,0.1768249658324499,2.973,graduate,Humanities,22000.0,0.8747411425954694,0.6587411425954695,1
93,ForProfit1,0.25,Other,Non-US,30000.0,722.2,0.4001658103473072,1.936,undergrad,Humanities,70000.0,-0.31767902166724815,-0.7676790216672482,0
94,ForProfit2,0.3,White,US Person,61000.0,745.8,0.11996002263694557,3.189,graduate,STEM,29000.0,1.590577617334051,1.0505776173340509,1
95,CommunityCollege,0.12,Other,Non-US,32000.0,703.3,0.2446881712992635,3.225,undergrad,STEM,26000.0,0.5728712354633143,0.35687123546331434,1
96,CommunityCollege,0.12,Other,US Person,40000.0,660.5,0.11122313671363682,3.161,undergrad,Humanities,59000.0,-0.0005523255719853265,-0.21655232557198534,0
97,CommunityCollege,0.12,White,US Person,20000.0,763.3,0.13312355731230113,3.531,undergrad,Humanities,17000.0,0.873247459305953,0.6572474593059531,1
98,ForProfit1,0.25,White,Non-US,25000.0,749.7,0.34467340563992216,3.264,undergrad,Business,10000.0,0.6702455968879839,0.2202455968879839,1
99,StateU,0.065,White,Non-US,28000.0,738.8,0.08743186774951914,2.705,graduate,Business,12000.0,1.241386993493387,1.124386993493387,1
100,StateU,0.065,Black,Non-US,51000.0,722.7,0.17249974808466784,3.05,graduate,Business,27000.0,0.7113414681969891,0.5943414681969891,1
101,ForProfit1,0.25,Other,Non-US,84000.0,626.0,0.13202684963147318,3.667,graduate,STEM,36000.0,0.4498174517432865,-0.0001825482567134884,1
102,UVA,0.035,Asian,Non-US,55000.0,689.0,0.14498861565789745,3.743,undergrad,Business,28000.0,0.9045246006875542,0.8415246006875542,1
103,ForProfit2,0.3,Black,Non-US,33000.0,790.6,0.1912034770677193,3.359,undergrad,STEM,29000.0,1.2765432797376701,0.7365432797376701,1
104,UVA,0.035,Asian,US Person,42000.0,687.5,0.2197655877500426,2.663,undergrad,STEM,9000.0,0.19274376252514577,0.12974376252514574,1
105,ForProfit1,0.25,White,Non-US,74000.0,685.7,0.3060174207133085,3.282,graduate,Business,17000.0,0.46001459485195906,0.010014594851959047,1
106,ForProfit2,0.3,White,Non-US,34000.0,800.0,0.07614734521039059,2.509,undergrad,Humanities,30000.0,1.5653409669904632,1.0253409669904632,1
107,UVA,0.035,Other,Non-US,44000.0,777.8,0.051567364071035605,2.56,graduate,Business,22000.0,1.4195386601365,1.3565386601365002,1
108,CommunityCollege,0.12,Black,Non-US,27000.0,692.7,0.15781170285768478,2.779,graduate,STEM,15000.0,0.2863152126524209,0.07031521265242088,1
109,ForProfit1,0.25,White,Non-US,52000.0,608.7,0.3356657530179549,4.0,graduate,STEM,23000.0,-0.28289907315440127,-0.7328990731544013,0
110,CommunityCollege,0.12,Other,Non-US,67000.0,703.8,0.16695451712993797,2.995,undergrad,STEM,35000.0,0.8466496936057976,0.6306496936057976,1
111,ForProfit1,0.25,White,US Person,79000.0,670.2,0.1766233170293954,3.237,undergrad,Arts,19000.0,0.17537660884332418,-0.27462339115667583,0
112,ForProfit2,0.3,White,Non-US,21000.0,768.2,0.0774603770414342,2.036,graduate,Humanities,25000.0,0.8467229903332767,0.30672299033327666,1
113,StateU,0.065,White,Non-US,40000.0,765.9,0.24225733948420328,3.06,undergrad,STEM,23000.0,1.183839846694401,1.066839846694401,1
114,StateU,0.065,White,Non-US,13000.0,779.4,0.29512872108086224,3.095,undergrad,Humanities,15000.0,0.9534160638289881,0.8364160638289881,1
115,CommunityCollege,0.12,White,Non-US,40000.0,796.7,0.27573622274779436,3.011,undergrad,STEM,19000.0,1.2662188781270507,1.0502188781270507,1
116,StateU,0.065,Asian,US Person,39000.0,683.0,0.09213255369786544,3.219,undergrad,Business,37000.0,0.6312790210662954,0.5142790210662954,1
117,CommunityCollege,0.12,White,Non-US,46000.0,673.9,0.3948576413136025,3.569,graduate,Business,53000.0,0.1274846393485749,-0.0885153606514251,1
118,StateU,0.065,Black,Non-US,76000.0,600.3,0.26284893967273676,2.869,undergrad,STEM,67000.0,-0.6068226017360616,-0.7238226017360616,0
119,UVA,0.035,White,Non-US,44000.0,714.1,0.2565506461134655,3.001,undergrad,Business,18000.0,0.7147887041319329,0.6517887041319328,1
120,CommunityCollege,0.12,White,US Person,42000.0,699.9,0.3336193848940101,2.947,graduate,Business,24000.0,0.31735451616259347,0.10135451616259347,1
121,StateU,0.065,Black,Non-US,40000.0,645.4,0.3704765898569038,3.274,graduate,Business,17000.0,-0.05110889358124074,-0.16810889358124076,0
122,ForProfit1,0.25,White,Non-US,59000.0,740.8,0.4991060171415409,3.334,undergrad,STEM,38000.0,0.7090750255672061,0.25907502556720613,1
123,ForProfit2,0.3,White,Non-US,68000.0,696.1,0.16029772843897772,3.677,undergrad,STEM,9000.0,1.1710005683188625,0.6310005683188624,1
124,ForProfit1,0.25,Other,Non-US,34000.0,634.1,0.22234694636184835,2.839,undergrad,Humanities,78000.0,-0.24172869294957972,-0.6917286929495797,0
125,CommunityCollege,0.12,Black,US Person,163000.0,657.3,0.1967001721033965,3.288,undergrad,Humanities,81000.0,0.3666443326796308,0.15064433267963082,1
126,ForProfit2,0.3,White,Non-US,87000.0,727.1,0.15739101175288894,2.752,graduate,Arts,27000.0,1.0661253515429712,0.5261253515429711,1
127,CommunityCollege,0.12,White,US Person,61000.0,623.5,0.1125571264628228,2.995,undergrad,STEM,18000.0,0.023250795861062275,-0.19274920413893773,0
128,UVA,0.035,White,Non-US,21000.0,693.3,0.4787886369891252,3.151,undergrad,Business,18000.0,-0.32888378367676463,-0.39188378367676463,0
129,StateU,0.065,White,US Person,24000.0,742.8,0.3612588513614039,3.142,undergrad,Business,25000.0,0.57779103642154,0.46079103642153996,1
130,StateU,0.065,Other,Non-US,50000.0,727.7,0.3065452980944627,3.177,undergrad,STEM,58000.0,0.6387123436173664,0.5217123436173664,1
131,UVA,0.035,White,Non-US,49000.0,735.7,0.43554531417881953,2.889,undergrad,STEM,65000.0,0.3037381634543846,0.2407381634543846,1
132,StateU,0.065,White,Non-US,16000.0,740.6,0.17153520051434717,2.951,undergrad,Humanities,24000.0,0.4313653651455722,0.31436536514557223,1
133,StateU,0.065,White,Non-US,29000.0,688.0,0.06478016708282207,3.586,graduate,STEM,24000.0,0.7191088667750929,0.6021088667750929,1
134,StateU,0.065,White,Non-US,39000.0,762.0,0.22788157952036517,2.524,undergrad,Humanities,14000.0,0.7800409405907328,0.6630409405907328,1
135,StateU,0.065,Other,Non-US,38000.0,696.4,0.3576655469345926,2.73,undergrad,Arts,49000.0,-0.2622075625534081,-0.3792075625534081,0
136,StateU,0.065,White,Non-US,27000.0,650.8,0.06651648551155824,3.609,graduate,STEM,24000.0,0.7711852017225161,0.6541852017225162,1
137,StateU,0.065,White,US Person,26000.0,669.1,0.24623465542972048,2.597,undergrad,Business,49000.0,-0.19130352592379818,-0.30830352592379817,0
138,CommunityCollege,0.12,Other,Non-US,52000.0,685.6,0.2181394488289076,2.686,undergrad,STEM,43000.0,0.3465871464494139,0.1305871464494139,1
139,ForProfit1,0.25,White,Non-US,79000.0,635.4,0.2331598808140043,3.071,graduate,STEM,64000.0,0.31773353349340633,-0.13226646650659368,0
140,ForProfit2,0.3,Black,Non-US,39000.0,773.9,0.1435917780893743,3.844,undergrad,Business,30000.0,1.4169536590735239,0.8769536590735239,1
141,UVA,0.035,Black,Non-US,78000.0,753.5,0.321867585852736,3.477,undergrad,STEM,13000.0,0.9499162194000987,0.8869162194000987,1
142,CommunityCollege,0.12,Black,Non-US,32000.0,752.4,0.1452500573086375,2.903,undergrad,Business,55000.0,0.6505403846471985,0.4345403846471986,1
143,StateU,0.065,White,Non-US,51000.0,800.0,0.06258171919616722,3.939,undergrad,Business,21000.0,1.821026745395319,1.704026745395319,1
144,CommunityCollege,0.12,White,Non-US,25000.0,704.8,0.43423194850684843,2.823,graduate,Business,14000.0,-0.07025644246428255,-0.28625644246428256,0
145,CommunityCollege,0.12,White,Non-US,42000.0,709.8,0.11082837630260109,3.258,undergrad,Business,15000.0,0.8664244112883673,0.6504244112883674,1
146,StateU,0.065,White,Non-US,38000.0,550.1,0.2315019422371652,2.893,graduate,Humanities,11000.0,-1.1174286778148477,-1.2344286778148477,0
147,CommunityCollege,0.12,Black,US Person,130000.0,755.4,0.27432971051972904,3.279,undergrad,STEM,56000.0,1.216877888285923,1.000877888285923,1
148,CommunityCollege,0.12,Other,Non-US,77000.0,577.1,0.42308762939115924,2.467,undergrad,Business,115000.0,-1.046947659546772,-1.262947659546772,0
149,CommunityCollege,0.12,Asian,US Person,25000.0,719.4,0.217804453572527,2.815,graduate,STEM,46000.0,0.5223538513763832,0.30635385137638327,1
150,CommunityCollege,0.12,White,Non-US,37000.0,768.7,0.20657097269068286,3.395,undergrad,Humanities,27000.0,1.1265524947253944,0.9105524947253945,1
151,ForProfit2,0.3,Other,Non-US,29000.0,670.0,0.09057525127752437,3.632,graduate,Arts,35000.0,0.09026171192878611,-0.4497382880712139,0
152,StateU,0.065,White,US Person,99000.0,766.4,0.02,3.496,undergrad,Business,34000.0,1.9648229925103762,1.8478229925103762,1
153,UVA,0.035,White,Non-US,73000.0,725.3,0.23404252460352762,2.444,undergrad,Business,51000.0,0.9220285161347646,0.8590285161347645,1
154,StateU,0.065,White,Non-US,58000.0,659.1,0.15319183335080203,3.426,undergrad,Business,36000.0,0.14199437724401456,0.024994377244014557,1
155,CommunityCollege,0.12,White,Non-US,41000.0,621.6,0.1902585308805177,2.737,undergrad,Business,30000.0,-0.5139936094471951,-0.729993609447195,0
156,StateU,0.065,Black,US Person,28000.0,674.0,0.1867772092128841,3.103,undergrad,STEM,16000.0,-0.14329069798858082,-0.26029069798858084,0
157,CommunityCollege,0.12,Black,Non-US,33000.0,674.2,0.32371198263674605,1.806,graduate,Business,17000.0,-0.43782598704214737,-0.6538259870421473,0
158,StateU,0.065,Other,Non-US,66000.0,694.8,0.1982730070591834,2.819,undergrad,Humanities,13000.0,0.27552451936379546,0.15852451936379547,1
159,CommunityCollege,0.12,White,US Person,35000.0,659.7,0.22265681788072636,3.37,undergrad,Humanities,36000.0,0.05452053024480154,-0.16147946975519845,0
160,UVA,0.035,Asian,US Person,23000.0,728.7,0.3664378007161433,2.74,undergrad,Humanities,74000.0,0.2758170093107049,0.2128170093107049,1
161,ForProfit1,0.25,Black,Non-US,21000.0,631.0,0.229602178652297,2.777,undergrad,Humanities,40000.0,-0.7025634812210511,-1.152563481221051,0
162,CommunityCollege,0.12,White,Non-US,70000.0,759.9,0.03861543301036746,3.134,undergrad,Business,20000.0,1.5669129854834047,1.3509129854834048,1
163,CommunityCollege,0.12,White,US Person,43000.0,705.5,0.20923896330020053,3.155,undergrad,Arts,16000.0,0.311341843238871,0.09534184323887099,1
164,CommunityCollege,0.12,White,Non-US,108000.0,682.6,0.20151929300462945,2.75,undergrad,Arts,22000.0,0.4124520604680068,0.1964520604680068,1
165,StateU,0.065,Black,Non-US,24000.0,750.6,0.12301694243505057,3.022,graduate,STEM,18000.0,1.071161354298602,0.954161354298602,1
166,StateU,0.065,White,Non-US,61000.0,583.2,0.33989016462790933,3.038,graduate,Humanities,63000.0,-0.45727203112952025,-0.5742720311295203,0
167,StateU,0.065,White,Non-US,63000.0,578.5,0.17771597458012112,2.718,graduate,Business,5000.0,-0.5878131767159284,-0.7048131767159284,0
168,StateU,0.065,White,Non-US,39000.0,800.0,0.27342664628109903,3.563,graduate,Business,22000.0,1.5123943908007484,1.3953943908007485,1
169,ForProfit1,0.25,White,Non-US,44000.0,520.1,0.3735034179344986,3.549,graduate,Business,34000.0,-1.5132665424937255,-1.9632665424937255,0
170,CommunityCollege,0.12,White,Non-US,50000.0,679.1,0.18132236026700116,3.614,undergrad,Arts,25000.0,0.12642398613804573,-0.08957601386195427,1
171,ForProfit1,0.25,White,Non-US,89000.0,720.9,0.26750953324082694,3.504,graduate,Humanities,26000.0,1.1637430236696675,0.7137430236696676,1
172,CommunityCollege,0.12,White,Non-US,37000.0,691.7,0.300302189910445,3.391,graduate,STEM,20000.0,0.6559538560578567,0.43995385605785675,1
173,CommunityCollege,0.12,White,Non-US,113000.0,607.0,0.265830249438409,2.661,undergrad,Business,44000.0,-0.48196976147947934,-0.6979697614794793,0
174,CommunityCollege,0.12,Other,Non-US,43000.0,635.6,0.34659009529134216,3.35,graduate,Humanities,37000.0,-0.22534352829993448,-0.4413435282999345,0
175,StateU,0.065,White,Non-US,30000.0,687.0,0.3661334065368334,2.771,undergrad,Humanities,19000.0,-0.40551698361213184,-0.5225169836121318,0
176,CommunityCollege,0.12,White,US Person,33000.0,667.5,0.1367220756485274,3.326,graduate,Humanities,16000.0,0.3910828746348553,0.1750828746348553,1
177,CommunityCollege,0.12,Other,Non-US,50000.0,626.5,0.3339173626011878,1.827,undergrad,STEM,40000.0,-0.6251464810293006,-0.8411464810293006,0
178,CommunityCollege,0.12,White,Non-US,108000.0,640.3,0.09888712584398143,2.898,undergrad,Business,64000.0,0.33210615172951996,0.11610615172951996,1
179,ForProfit2,0.3,White,US Person,117000.0,654.4,0.2980063878954943,2.354,graduate,Arts,31000.0,0.13764414452522888,-0.40235585547477115,0
180,CommunityCollege,0.12,White,Non-US,36000.0,737.1,0.09036166599290564,3.216,undergrad,Business,28000.0,1.1993102486871718,0.9833102486871719,1
181,UVA,0.035,White,Non-US,57000.0,693.5,0.18169178318884116,3.024,undergrad,Business,37000.0,0.5306268977560313,0.46762689775603133,1
182,ForProfit1,0.25,White,Non-US,123000.0,641.4,0.30756096394299565,3.368,graduate,Business,43000.0,0.33614803023575296,-0.11385196976424705,1
