applicant_id,age,sex,race,income,credit_score,dti,institution_id,cohort_default_rate,program_level,major,loan_amount,score_base,score_with_cdr,model1_recommendation,model2_recommendation
48,27,M,White,21000,850,0.193,23,0.3748923690837981,undergrad,STEM,48000.0,0.5672727272727274,-3.931435701732849,0,1
49,23,F,White,6000,711,0.143,57,0.029903287943721,undergrad,STEM,28000.0,0.17181818181818187,-0.18702127350647013,1,1
50,29,M,White,22000,723,0.221,127,0.0,undergrad,Arts,24000.0,-0.14454545454545456,-0.14454545454545456,1,1
51,22,F,Other,7500,509,0.176,76,0.0206891202622854,undergrad,STEM,64000.0,-0.7197272727272725,-0.9679967158746974,1,0
52,20,M,White,4500,695,0.184,25,0.0454556038190779,undergrad,Business,40000.0,-0.07736363636363636,-0.6228308821925712,1,1
53,30,F,White,16000,589,0.319,135,0.0452137813055003,undergrad,STEM,25000.0,-0.5638181818181818,-1.1063835574841854,1,0
54,27,F,White,21000,789,0.189,25,0.0454556038190779,undergrad,Arts,19000.0,0.15345454545454548,-0.3920127003743893,1,1
55,28,F,White,20000,555,0.171,23,0.3748923690837981,undergrad,STEM,25000.0,-0.36745454545454553,-4.8661629744601225,0,1
56,19,F,White,12000,518,0.133,121,0.0259552783224867,graduate,STEM,29000.0,-0.3239999999999999,-0.6354633398698403,1,1
57,35,M,White,19000,790,0.139,245,0.0577618219117806,undergrad,Arts,20000.0,0.245090909090909,-0.44805095385045823,1,1
58,27,F,White,14000,448,0.111,96,0.0598803195385864,graduate,Law,121000.0,-0.3225454545454545,-1.0411092890084912,1,1
59,19,M,White,1000,625,0.247,135,0.0452137813055003,undergrad,Arts,12000.0,-0.6789090909090909,-1.2214744665750945,1,0
60,20,F,White,7000,850,0.281,76,0.0206891202622854,undergrad,Arts,9000.0,0.10727272727272724,-0.14099671587469756,1,1
61,29,M,White,24000,469,0.1,135,0.0452137813055003,graduate,STEM,19000.0,-0.3641818181818181,-0.9067471938478218,1,1
62,30,F,Asian,13000,850,0.271,135,0.0452137813055003,undergrad,STEM,28000.0,0.4632727272727273,-0.07929264839327632,1,1
63,19,M,White,4000,582,0.186,143,0.3225492305952699,undergrad,Arts,50000.0,-0.7952727272727272,-4.665863494415966,0,0
64,19,M,White,6000,545,0.216,128,0.0627335567719358,undergrad,Business,32000.0,-0.6778181818181818,-1.4306208630814115,0,0
65,23,M,Black,4000,757,0.045,96,0.0598803195385864,undergrad,Arts,23000.0,0.2230909090909091,-0.4954729253721276,1,1
66,19,F,White,5000,575,0.191,125,0.076007198487916,undergrad,STEM,28000.0,-0.4247272727272727,-1.3368136545822646,0,1
67,26,F,White,34000,300,0.091,76,0.0206891202622854,graduate,Business,45000.0,-1.1007272727272728,-1.3489967158746976,0,0
68,23,F,White,2000,705,0.245,135,0.0452137813055003,undergrad,STEM,66000.0,-0.178,-0.7205653756660035,1,1
69,20,F,White,7500,480,0.051,246,0.0089270124529904,undergrad,Arts,15000.0,-0.7751818181818181,-0.8823059676177029,1,0
70,22,F,White,5000,712,0.269,61,0.0824980369278871,undergrad,STEM,21000.0,-0.08254545454545453,-1.0725218976800996,1,1
71,19,F,Other,17000,694,0.168,135,0.0452137813055003,graduate,STEM,33000.0,0.276,-0.2665653756660036,1,1
72,33,F,White,17000,709,0.303,125,0.076007198487916,graduate,Business,34000.0,-0.03945454545454541,-0.9515409273095374,1,1
73,21,F,White,16000,589,0.424,230,0.0476367967368525,graduate,Law,51000.0,-0.6238181818181818,-1.1954597426604119,1,0
74,19,F,Asian,6500,655,0.135,215,0.117501396154848,undergrad,Arts,17000.0,-0.31281818181818183,-1.722834935676358,0,1
75,23,M,Black,1500,583,0.322,229,0.0845744546441171,undergrad,Business,26000.0,-0.7786363636363637,-1.793529819365769,0,0
76,19,M,Asian,20000,827,0.172,195,0.0088945731217383,graduate,Arts,21000.0,0.46963636363636374,0.36290148617550416,1,1
77,37,F,White,28000,437,0.02,25,0.0454556038190779,undergrad,Business,40000.0,-0.5465454545454546,-1.0920127003743894,1,0
78,24,M,White,21000,750,0.204,76,0.0206891202622854,undergrad,Business,45000.0,0.08163636363636367,-0.16663307951106113,1,1
79,19,F,White,4000,649,0.251,66,0.0348740716996293,undergrad,Arts,18000.0,-0.5816363636363636,-1.0001252240319152,1,0
80,24,F,White,36000,589,0.198,135,0.0452137813055003,undergrad,Arts,5000.0,-0.5018181818181818,-1.0443835574841853,1,0
81,27,M,White,24000,733,0.156,205,0.0159789019923045,undergrad,Arts,24000.0,0.03381818181818183,-0.15792864208947216,1,1
82,31,M,White,32000,625,0.216,148,0.0975494628796399,graduate,Arts,18000.0,-0.2809090909090909,-1.4515026454647697,0,1
83,28,F,Other,17000,764,0.046,135,0.0452137813055003,undergrad,Business,40000.0,0.5245454545454545,-0.018019921120549065,1,1
84,20,F,Black,3000,505,0.088,122,0.0715110732622415,undergrad,STEM,25000.0,-0.48527272727272724,-1.3434056064196254,0,0
85,20,F,Other,2000,300,0.165,76,0.0206891202622854,undergrad,Arts,30000.0,-1.6907272727272729,-1.9389967158746977,0,0
86,21,F,White,2500,702,0.384,135,0.0452137813055003,undergrad,Arts,31000.0,-0.6639090909090909,-1.2064744665750946,1,0
87,34,F,Asian,22000,605,0.177,73,0.0228348227025087,graduate,STEM,27000.0,-0.03563636363636366,-0.30965423606646814,1,1
88,23,M,White,6000,361,0.179,135,0.0452137813055003,undergrad,Arts,37000.0,-1.472909090909091,-2.0154744665750943,0,0
89,20,F,Black,22000,482,0.254,23,0.3748923690837981,graduate,STEM,25000.0,-0.6369090909090909,-5.135617519914668,0,0
90,22,F,White,7500,695,0.178,248,0.0114381620879679,undergrad,STEM,31000.0,0.05263636363636365,-0.08462158141925116,1,1
91,19,M,White,1500,782,0.199,229,0.0845744546441171,undergrad,Arts,24000.0,-0.009000000000000036,-1.0238934557294053,1,1
92,28,F,White,15000,670,0.039,169,0.0821687824439703,undergrad,Arts,31000.0,-0.015272727272727285,-1.001298116600371,1,1
93,28,M,Black,21000,446,0.343,38,0.0889068621286131,graduate,STEM,42000.0,-1.051818181818182,-2.118700527361539,0,0
94,19,F,White,22000,833,0.167,76,0.0206891202622854,graduate,Arts,50000.0,0.4134545454545454,0.1651851023071206,1,1
95,19,M,White,29000,809,0.127,229,0.0845744546441171,graduate,Arts,20000.0,0.5481818181818182,-0.46671163754758693,1,1
96,29,F,Black,29000,412,0.147,135,0.0452137813055003,undergrad,Business,82000.0,-0.9854545454545455,-1.5280199211205492,0,0
97,24,F,White,11000,638,0.173,76,0.0206891202622854,undergrad,Arts,31000.0,-0.4236363636363636,-0.6719058067837884,1,1
98,24,F,White,22000,442,0.176,239,0.0858379021309365,undergrad,Business,18000.0,-0.8763636363636362,-1.9064184619348743,0,0
99,19,F,White,38000,850,0.079,25,0.0454556038190779,graduate,STEM,41000.0,1.0472727272727274,0.5018054814437926,1,1
100,23,F,White,6000,679,0.079,96,0.0598803195385864,undergrad,Business,17000.0,0.08345454545454546,-0.6351092890084913,1,1
101,25,F,White,20000,850,0.134,38,0.0889068621286131,undergrad,Arts,32000.0,0.4792727272727273,-0.5876096182706299,1,1
102,31,M,White,41000,656,0.117,135,0.0452137813055003,undergrad,Arts,58000.0,-0.1661818181818182,-0.7087471938478218,1,1
103,22,F,Other,35000,755,0.105,96,0.0598803195385864,graduate,Business,43000.0,0.5318181818181819,-0.18674565264485488,1,1
104,29,M,Asian,14000,850,0.155,14,0.0716640292402546,graduate,STEM,18000.0,0.8512727272727274,-0.008695623610327718,1,1
105,33,F,White,22000,700,0.344,25,0.0454556038190779,undergrad,Arts,22000.0,-0.47418181818181804,-1.019649064010753,1,0
106,19,F,Black,3000,850,0.237,232,0.0830288146298239,undergrad,Arts,42000.0,0.07127272727272732,-0.9250730482851595,1,1
107,19,F,White,2000,508,0.227,25,0.0454556038190779,undergrad,STEM,42000.0,-0.8583636363636364,-1.4038308821925711,0,0
108,26,M,White,25000,778,0.345,206,0.0750822455019085,graduate,Business,34000.0,0.1754545454545455,-0.7255324005683566,1,1
109,22,M,White,2500,606,0.208,130,0.0737830316203467,undergrad,STEM,27000.0,-0.36099999999999993,-1.2463963794441604,0,1
110,21,M,White,5000,513,0.101,191,0.02155648408881,undergrad,STEM,47000.0,-0.5701818181818181,-0.8288596272475381,1,0
111,23,M,Other,5000,590,0.331,76,0.0206891202622854,undergrad,Arts,35000.0,-0.9501818181818181,-1.1984512613292428,1,0
112,21,M,Black,26000,300,0.108,96,0.0598803195385864,graduate,STEM,37000.0,-0.9827272727272729,-1.7012911071903096,0,0
113,22,F,Black,2500,536,0.457,120,0.0542016312380452,undergrad,Business,55000.0,-1.3135454545454548,-1.9639650294019972,0,0
114,23,M,Black,26000,342,0.393,76,0.0206891202622854,graduate,STEM,51000.0,-1.5000000000000004,-1.7482694431474253,0,0
115,25,M,White,19000,458,0.429,18,0.0370395003477631,undergrad,Business,43000.0,-1.4421818181818182,-1.8866558223549754,0,0
116,25,F,Black,16000,447,0.17,97,0.1699801216915541,graduate,Business,45000.0,-0.8321818181818181,-2.8719432784804675,0,0
117,25,F,White,37000,435,0.171,62,0.0725423339255437,undergrad,STEM,20000.0,-0.7018181818181819,-1.5723261889247062,0,0
118,30,F,White,49000,640,0.089,196,0.1025750047919756,undergrad,STEM,10000.0,0.2796363636363636,-0.9512636938673436,1,1
119,32,M,Asian,24000,767,0.285,96,0.0598803195385864,undergrad,STEM,68000.0,0.09945454545454555,-0.6191092890084912,1,1
120,29,M,White,55000,747,0.351,25,0.0454556038190779,undergrad,STEM,42000.0,0.08072727272727279,-0.46473997310166204,1,1
121,22,F,White,6000,850,0.178,65,0.1241910448658457,undergrad,Arts,39000.0,0.30727272727272736,-1.183019811117421,1,1
122,19,M,White,2500,648,0.044,124,0.3590904470954283,undergrad,Arts,26000.0,-0.18027272727272728,-4.489358092417866,0,1
123,29,F,White,26000,407,0.13,76,0.0206891202622854,undergrad,STEM,25000.0,-0.7876363636363635,-1.0359058067837883,1,0
124,19,F,Black,6000,659,0.047,161,0.0860070529714547,undergrad,Business,51000.0,-0.025272727272727252,-1.0573573629301836,1,1
125,27,F,White,30000,442,0.123,135,0.0452137813055003,undergrad,Arts,27000.0,-0.9223636363636364,-1.46492901202964,0,0
126,20,F,White,6500,635,0.178,76,0.0206891202622854,undergrad,Arts,37000.0,-0.4715454545454546,-0.7198148976928794,1,0
127,22,F,White,35000,647,0.174,229,0.0845744546441171,graduate,Law,57000.0,0.20109090909090907,-0.813802546638496,1,1
128,27,M,Asian,17000,772,0.041,76,0.0206891202622854,graduate,STEM,27000.0,0.8136363636363637,0.5653669204889389,1,1
129,19,F,Other,7500,555,0.308,25,0.0454556038190779,undergrad,Business,58000.0,-0.9164545454545455,-1.4619217912834803,0,0
130,21,M,White,4000,522,0.184,38,0.0889068621286131,undergrad,Arts,29000.0,-0.9094545454545454,-1.9763368909979024,0,0
131,21,F,Other,8000,453,0.214,96,0.0598803195385864,undergrad,Arts,19000.0,-1.1963636363636363,-1.914927470826673,0,0
132,21,F,White,4000,594,0.02,135,0.0452137813055003,undergrad,STEM,25000.0,-0.019636363636363646,-0.5622017393023673,1,1
133,34,F,Other,40000,458,0.162,135,0.0452137813055003,undergrad,Business,73000.0,-0.7821818181818183,-1.324747193847822,0,0
134,19,M,White,7000,850,0.074,15,0.058549574873081,undergrad,Business,16000.0,0.7212727272727273,0.01867782879575519,1,1
135,24,F,Other,40000,507,0.246,249,0.0569469352230698,undergrad,Arts,12000.0,-0.872,-1.5553632226768377,0,0
136,27,M,White,12000,465,0.126,38,0.0889068621286131,graduate,Arts,44000.0,-0.9027272727272727,-1.96960961827063,0,0
137,21,M,White,17000,457,0.136,143,0.3225492305952699,graduate,STEM,33000.0,-0.5218181818181817,-4.39240894896142,0,0
138,29,F,White,33000,425,0.13,219,0.0291428028347518,undergrad,STEM,55000.0,-0.7801818181818181,-1.1298954521988396,1,0
139,24,F,White,30000,822,0.329,76,0.0206891202622854,graduate,STEM,71000.0,0.3974545454545454,0.1491851023071206,1,1
140,19,F,Black,1500,612,0.132,96,0.0598803195385864,undergrad,Business,48000.0,-0.3931818181818182,-1.111745652644855,1,1
141,29,M,White,28000,395,0.152,122,0.0715110732622415,graduate,Business,80000.0,-0.9132727272727273,-1.7714056064196253,0,0
142,19,F,Black,17000,380,0.136,135,0.0452137813055003,graduate,Law,74000.0,-0.8018181818181818,-1.3443835574841854,0,0
143,19,F,White,23000,850,0.449,135,0.0452137813055003,graduate,Business,66000.0,0.11727272727272728,-0.4252926483932763,1,1
144,19,F,Other,7000,553,0.039,73,0.0228348227025087,undergrad,Arts,26000.0,-0.4887272727272728,-0.7627451451573772,1,0
145,23,M,White,34000,440,0.532,73,0.0228348227025087,graduate,STEM,9000.0,-1.273636363636364,-1.5476542360664682,0,0
146,24,M,Black,15000,615,0.134,194,0.0493064737945422,undergrad,Arts,17000.0,-0.40527272727272723,-0.9969504128072336,1,1
147,25,M,Black,16000,436,0.136,135,0.0452137813055003,graduate,Arts,49000.0,-1.004181818181818,-1.5467471938478217,0,0
148,22,M,Black,5000,627,0.077,104,0.0834136145138897,undergrad,Arts,36000.0,-0.30763636363636365,-1.30859973780304,0,1
149,20,M,White,28000,642,0.234,96,0.0598803195385864,graduate,Business,80000.0,-0.1790909090909091,-0.8976547435539458,1,1
150,19,F,White,5500,567,0.158,235,0.0742746968299799,undergrad,Arts,15000.0,-0.6848181818181818,-1.5761145437779407,0,0
151,19,M,White,5000,646,0.368,75,0.0528582753610005,undergrad,Arts,23000.0,-0.8205454545454545,-1.4548447588774605,0,0
152,22,F,White,6500,459,0.046,233,0.065642576798278,undergrad,Arts,26000.0,-0.8475454545454545,-1.6352563761247905,0,0
153,19,F,Black,7500,797,0.237,230,0.0476367967368525,undergrad,Arts,22000.0,0.005545454545454562,-0.5660961062967754,1,1
154,24,F,White,24000,533,0.069,248,0.0114381620879679,graduate,Business,35000.0,-0.16945454545454539,-0.3067124905101602,1,1
155,19,F,White,7500,677,0.187,96,0.0598803195385864,undergrad,STEM,30000.0,-0.030818181818181856,-0.7493820162812186,1,1
156,20,M,Other,6500,592,0.086,135,0.0452137813055003,undergrad,Business,15000.0,-0.24390909090909088,-0.7864744665750945,1,1
157,24,F,Asian,18000,850,0.115,220,0.092010256514282,undergrad,Arts,31000.0,0.5052727272727273,-0.5988503508986567,1,1
158,25,F,White,18000,637,0.115,135,0.0452137813055003,undergrad,Arts,30000.0,-0.26927272727272733,-0.8118381029387309,1,1
159,21,F,White,4500,738,0.29,23,0.3748923690837981,undergrad,Arts,31000.0,-0.33299999999999996,-4.831708429005577,0,1
160,19,M,Black,6000,426,0.295,110,0.1297935402004485,undergrad,STEM,34000.0,-1.1685454545454546,-2.7260679369508365,0,0
161,24,F,White,12000,784,0.152,229,0.0845744546441171,undergrad,Arts,117000.0,0.05527272727272725,-0.9596207284566779,1,1
162,30,F,White,22000,318,0.403,55,0.1369638718069605,undergrad,Arts,60000.0,-2.081272727272727,-3.7248391889562535,0,0
163,25,M,Asian,14000,845,0.069,62,0.0725423339255437,graduate,STEM,94000.0,0.9050909090909092,0.03458290198438485,1,1
164,24,M,Other,16000,564,0.331,76,0.0206891202622854,undergrad,Arts,20000.0,-0.9787272727272728,-1.2269967158746975,1,0
165,22,F,White,7500,671,0.046,25,0.0454556038190779,undergrad,Business,19000.0,0.12936363636363638,-0.41610360946529845,1,1
166,28,M,White,30000,692,0.263,25,0.0454556038190779,undergrad,Arts,20000.0,-0.29327272727272735,-0.8387399731016622,1,1
167,26,M,White,24000,576,0.225,37,0.0626858966647204,graduate,Arts,12000.0,-0.525090909090909,-1.2773216690675537,0,0
168,20,F,White,7000,696,0.101,205,0.0159789019923045,undergrad,Business,45000.0,0.007272727272727264,-0.18447409663492673,1,1
169,24,M,Black,16000,442,0.226,25,0.0454556038190779,graduate,Arts,14000.0,-1.0623636363636362,-1.6078308821925709,0,0
170,26,F,White,24000,623,0.103,226,0.0923733397533503,undergrad,Business,118000.0,-0.16018181818181818,-1.2686618952220219,0,1
171,19,M,White,7500,612,0.062,233,0.065642576798278,undergrad,Arts,42000.0,-0.4171818181818182,-1.2048927397611542,1,1
172,29,M,White,27000,760,0.256,154,0.0379126509375481,undergrad,Arts,12000.0,-0.04999999999999999,-0.5049518112505772,1,1
173,19,F,Asian,5500,850,0.066,21,0.0551599399830261,undergrad,Business,13000.0,0.7282727272727273,0.06635344747641403,1,1
174,31,M,White,43000,759,0.143,226,0.0923733397533503,graduate,Arts,146000.0,0.3183636363636364,-0.7901164406765673,1,1
175,34,F,White,39000,571,0.222,21,0.0551599399830261,undergrad,Arts,19000.0,-0.5972727272727273,-1.2591920070690406,0,0
176,19,F,Black,33000,695,0.164,112,0.1324079841540636,graduate,Arts,17000.0,0.08363636363636362,-1.5052594462123996,0,1
177,23,F,White,1000,514,0.145,135,0.0452137813055003,undergrad,Arts,64000.0,-0.9785454545454545,-1.521110830211458,0,0
178,31,F,White,19000,613,0.165,76,0.0206891202622854,graduate,STEM,47000.0,-0.1005454545454546,-0.34881489769287943,1,1
179,19,F,Other,20000,632,0.252,244,0.0401675232474372,graduate,STEM,31000.0,-0.0994545454545454,-0.5814648244237919,1,1
180,19,F,Black,6500,522,0.224,135,0.0452137813055003,undergrad,Business,18000.0,-0.7744545454545455,-1.317019921120549,0,0
181,22,M,White,5500,641,0.454,154,0.0379126509375481,undergrad,STEM,52000.0,-0.8077272727272728,-1.2626790839778501,0,0
182,22,F,White,35000,574,0.12,76,0.0206891202622854,graduate,Arts,21000.0,-0.2563636363636364,-0.5046330795110612,1,1
183,22,F,Asian,5000,624,0.147,96,0.0598803195385864,undergrad,Business,22000.0,-0.2585454545454545,-0.9771092890084913,1,1
184,19,F,Black,5000,608,0.02,135,0.0452137813055003,undergrad,STEM,94000.0,-0.06272727272727274,-0.6052926483932763,1,1
185,24,F,Asian,20000,650,0.236,62,0.0725423339255437,undergrad,Arts,55000.0,-0.5519999999999999,-1.4225080071065244,0,0
186,24,F,White,48000,668,0.13,229,0.0845744546441171,undergrad,STEM,13000.0,0.2934545454545455,-0.7214389102748596,1,1
187,24,F,White,11000,673,0.371,96,0.0598803195385864,graduate,STEM,18000.0,-0.2423636363636364,-0.9609274708266731,1,1
188,19,F,White,2000,572,0.168,135,0.0452137813055003,undergrad,Business,24000.0,-0.5076363636363637,-1.0502017393023673,1,0
189,25,M,Other,19000,605,0.33,135,0.0452137813055003,undergrad,Arts,23000.0,-0.8096363636363637,-1.3522017393023673,0,0
190,24,M,White,24000,691,0.074,135,0.0452137813055003,undergrad,Arts,17000.0,0.0450909090909091,-0.49747446657509453,1,1
191,24,F,White,24000,613,0.222,73,0.0228348227025087,graduate,Arts,45000.0,-0.4845454545454545,-0.758563326975559,1,0
192,36,M,Black,45000,850,0.356,103,0.0609737112285441,undergrad,STEM,20000.0,0.48527272727272736,-0.2464118074698018,1,1
193,24,F,White,13000,757,0.088,73,0.0228348227025087,graduate,STEM,32000.0,0.6410909090909092,0.3670730366608047,1,1
194,19,M,Other,2000,423,0.025,135,0.0452137813055003,undergrad,Arts,55000.0,-1.0634545454545454,-1.606019921120549,0,0
195,28,M,Other,32000,850,0.07,75,0.0528582753610005,undergrad,Arts,27000.0,0.6792727272727274,0.044973422940721375,1,1
196,26,M,Black,24000,642,0.089,76,0.0206891202622854,undergrad,Arts,84000.0,-0.26309090909090904,-0.5113603522383339,1,1
197,26,M,White,10000,672,0.15,61,0.0824980369278871,graduate,Law,79000.0,0.39,-0.5999764431346452,1,1
198,25,F,White,47000,519,0.229,135,0.0452137813055003,undergrad,Business,9000.0,-0.5523636363636364,-1.09492901202964,1,0
199,25,M,White,16000,768,0.157,112,0.1324079841540636,undergrad,Arts,17000.0,0.11109090909090907,-1.477804900757854,0,1
200,28,M,White,28000,316,0.077,115,0.0478914059262934,graduate,Arts,42000.0,-1.2505454545454548,-1.8252423256609758,0,0
201,32,F,White,21000,701,0.198,83,0.1235802263036797,undergrad,STEM,22000.0,0.11545454545454545,-1.3675081701896108,0,1
202,19,F,White,19000,607,0.111,23,0.3748923690837981,graduate,STEM,15000.0,0.08563636363636365,-4.413072065369213,0,1
203,19,F,Black,26000,824,0.25,135,0.0452137813055003,graduate,Law,32000.0,0.7387272727272727,0.19616189706126907,1,1
204,27,M,White,23000,816,0.268,229,0.0845744546441171,undergrad,Business,17000.0,0.3056363636363636,-0.7092570920930416,1,1
205,25,F,White,21000,725,0.152,62,0.0725423339255437,undergrad,STEM,18000.0,0.2947272727272727,-0.5757807343792516,1,1
206,28,F,Other,22000,593,0.36,229,0.0845744546441171,undergrad,Business,42000.0,-0.7952727272727272,-1.8101661830021323,0,0
207,25,M,Other,22000,354,0.35,5,0.1198171740714977,undergrad,STEM,37000.0,-1.4443636363636363,-2.8821697252216083,0,0
208,23,F,White,21000,850,0.189,1,0.0633813776097611,graduate,STEM,45000.0,0.7252727272727273,-0.03530380404440603,1,1
209,19,F,White,10000,335,0.06,68,0.0875786003731616,graduate,STEM,25000.0,-0.8554545454545457,-1.906397749932485,0,0
210,25,F,Other,25000,782,0.298,96,0.0598803195385864,undergrad,Arts,55000.0,-0.166,-0.8845638344630368,1,1
211,32,M,White,21000,470,0.093,135,0.0452137813055003,graduate,Law,17000.0,-0.06454545454545446,-0.6071108302114581,1,1
